2018-10-13T08:41:17.659303,6.09
2018-10-13T08:41:47.676666,7.66
2018-10-13T08:42:17.686884,7.15
2018-10-13T08:42:47.698869,7.20
2018-10-13T08:43:17.733431,7.23
2018-10-13T08:43:47.767009,7.27
2018-10-13T08:44:17.810291,7.29
2018-10-13T08:44:47.821204,7.32
2018-10-13T08:45:17.861833,7.34
2018-10-13T08:45:47.902418,7.36
2018-10-13T08:46:17.914004,7.38
2018-10-13T08:46:47.954433,7.40
2018-10-13T08:47:17.990146,7.42
2018-10-13T08:47:48.023740,7.44
2018-10-13T08:48:18.038336,7.45
2018-10-13T08:48:48.071949,7.46
2018-10-13T08:49:18.084382,7.47
2018-10-13T08:49:48.098100,7.48
2018-10-13T08:50:18.125727,7.49
2018-10-13T08:50:48.165330,7.49
2018-10-13T08:51:18.201404,7.50
2018-10-13T08:51:48.211986,7.50
2018-10-13T08:52:18.193990,7.51
2018-10-13T08:52:48.193709,7.51
2018-10-13T08:53:18.205980,7.51
2018-10-13T08:53:48.218025,7.52
2018-10-13T08:54:18.234928,7.52
2018-10-13T08:54:48.246832,7.53
2018-10-13T08:55:18.276859,7.53
2018-10-13T08:55:48.308376,7.53
2018-10-13T08:56:18.317497,7.54
2018-10-13T08:56:48.330475,7.54
2018-10-13T08:57:18.360474,7.55
2018-10-13T08:57:48.373388,7.55
2018-10-13T08:58:18.388279,7.56
2018-10-13T08:58:48.396244,7.56
2018-10-13T08:59:18.427066,7.56
2018-10-13T08:59:48.468129,7.57
2018-10-13T09:00:18.485047,7.57
2018-10-13T09:00:48.517997,7.58
2018-10-13T09:01:18.548637,7.58
2018-10-13T09:01:48.579830,7.59
2018-10-13T09:02:18.607605,7.59
2018-10-13T09:02:48.638684,7.60
2018-10-13T09:03:18.667627,7.60
2018-10-13T09:03:48.690534,7.61
2018-10-13T09:04:18.707462,7.61
2018-10-13T09:04:48.720385,7.61
2018-10-13T09:05:18.734296,7.62
2018-10-13T09:05:48.751190,7.62
2018-10-13T09:06:18.766119,7.63
2018-10-13T09:06:48.777069,7.63
2018-10-13T09:07:18.804999,7.64
2018-10-13T09:07:48.816597,7.64
2018-10-13T09:08:18.831880,7.64
2018-10-13T09:08:48.847811,7.65
2018-10-13T09:09:18.860737,7.65
2018-10-13T09:09:48.871630,7.66
2018-10-13T09:10:18.884558,7.66
2018-10-13T09:10:48.901510,7.67
2018-10-13T09:11:18.908301,7.67
2018-10-13T09:11:48.918233,7.67
2018-10-13T09:12:18.911744,7.68
2018-10-13T09:12:48.909705,7.68
2018-10-13T09:13:18.922553,7.69
2018-10-13T09:13:48.939735,7.69
2018-10-13T09:14:18.953172,7.69
2018-10-13T09:14:48.967488,7.69
2018-10-13T09:15:18.982067,7.70
2018-10-13T09:15:48.991836,7.70
2018-10-13T09:16:18.999959,7.71
2018-10-13T09:16:49.008283,7.70
2018-10-13T09:17:19.019742,7.71
2018-10-13T09:17:49.034348,7.71
2018-10-13T09:18:19.046800,7.71
2018-10-13T09:18:49.059260,7.72
2018-10-13T09:19:19.072703,7.72
2018-10-13T09:19:49.087153,7.73
2018-10-13T09:20:19.102645,7.73
2018-10-13T09:20:49.115087,7.73
2018-10-13T09:21:19.133534,7.73
2018-10-13T09:21:49.149983,7.73
2018-10-13T09:22:19.195445,7.74
2018-10-13T09:22:49.214889,7.74
